Gene	Number of isoform	Jaccard Index	Dice coefficient	Overlap coefficient	Redundance metric	Stdev number GO term
ENSG00000001497	12	0.5929035752979412	0.6332175951300055	1.0	0.7377622377622377	28.752173830860162
ENSG00000147065	6	0.4666666666666667	0.4666666666666667	1.0	0.6	101.82337649086284
ENSG00000155659	5	0.8682926829268292	0.9211678832116789	1.0	0.9176829268292683	10.8
ENSG00000089472	14	0.5171837965955612	0.5909919115575223	1.0	0.6108597285067874	11.996598157266867
ENSG00000131080	4	0.7902621722846442	0.8755555555555556	1.0	0.7902621722846441	14.0
ENSG00000169083	7	0.7699248120300752	0.809211802920828	0.9951159951159951	0.8640350877192983	105.21503733607975
ENSG00000079482	8	0.3805126599700977	0.4511172171306373	1.0	0.48169418521177315	90.53832061618992
ENSG00000181704	3	1.0	1.0	1.0	1.0	0.0
ENSG00000130052	4	0.5	0.5	1.0	0.6666666666666666	16.887495373796554
ENSG00000090776	1	1.0	1.0	1.0	1.0	0.0
ENSG00000181191	6	0.46	0.4632768361581921	1.0	0.5933333333333334	14.028740341012643
